common,strat_id,psu_id,YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,region,month,wp_int,fl_reg,wp_catch,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,date_published
SPOTTED SEATROUT,2020021227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.56542E+15,7,1,we,8835440102,0.964056969,0,0,1,0,0,351.8807938,0.443466206,0,0,2,2,1757.167132,8,1757.167132,0.964056969,0.443466206,351.8807938,0.964056969,2020021227weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020021227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.56542E+15,7,1,we,8835440102,3.856227877,25,0,4,0,25,1801.822476,3.856227877,0,0,2,2,1757.167132,8,1757.167132,28.85622788,3.856227877,1801.822476,3.856227877,2020021227weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020021227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.56542E+15,7,1,we,8835440102,3.856227877,22,0,4,0,22,1550.203607,2.159487611,0,0,2,2,1757.167132,8,1757.167132,25.85622788,2.159487611,1550.203607,3.856227877,2020021227weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020021227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.56542E+15,7,1,we,8835440102,3.856227877,21,0,4,0,21,1612.86731,2.583672678,0,0,2,2,1757.167132,8,1757.167132,24.85622788,2.583672678,1612.86731,3.856227877,2020021227weS:8AM-8PM,,0,5/4/21
LEFTEYE FLOUNDER FAMILY,2020021227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.56542E+15,7,1,we,8857030000,0,0,1,0,1,0,0,0,0,0,2,2,1757.167132,8,1757.167132,1,0,0,1,2020021227weS:8AM-8PM,,0,5/4/21
,2020021227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.56542E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,2,2,1757.167132,8,1757.167132,0,0,0,0,2020021227weS:8AM-8PM,,0,5/4/21
,2020021227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.56542E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,2,2,1757.167132,8,1757.167132,0,0,0,0,2020021227weS:8AM-8PM,,0,5/4/21
,2020021227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.56542E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,2,2,1757.167132,8,1757.167132,0,0,0,0,2020021227weS:8AM-8PM,,0,5/4/21
,2020021227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.56542E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,2,2,1757.167132,8,1757.167132,0,0,0,0,2020021227weS:8AM-8PM,,0,5/4/21
,2020021227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.56542E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,2,2,1757.167132,8,1757.167132,0,0,0,0,2020021227weS:8AM-8PM,,0,5/4/21
,2020021227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.56542E+15,7,1,we,,0,0,0,0,0,0,0,0,0,0,2,2,1757.167132,8,1757.167132,0,0,0,0,2020021227weS:8AM-8PM,,0,5/4/21
HARDHEAD CATFISH,2020011247wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,wd,8777180202,0,5,0,0,0,5,0,0,0,0,4,1,38107.45876,8,38107.45876,5,0,0,0,2020011247wdS:8AM-8PM,,0,5/4/21
CREVALLE JACK,2020011247wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,wd,8835280303,0,2,0,0,0,2,0,0,0,0,4,1,38107.45876,8,38107.45876,2,0,0,0,2020011247wdS:8AM-8PM,,0,5/4/21
GRAY SNAPPER,2020011247wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,wd,8835360102,0,5,0,0,0,5,0,0,0,0,4,1,38107.45876,8,38107.45876,5,0,0,0,2020011247wdS:8AM-8PM,,0,5/4/21
BLACK DRUM,2020011247wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,wd,8835440801,0,1,0,0,0,1,0,0,0,0,4,1,38107.45876,8,38107.45876,1,0,0,0,2020011247wdS:8AM-8PM,,0,5/4/21
GAFFTOPSAIL CATFISH,2020011247wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,wd,8777180101,0,1,0,0,0,1,0,0,0,0,4,1,38107.45876,8,38107.45876,1,0,0,0,2020011247wdS:8AM-8PM,,0,5/4/21
HARDHEAD CATFISH,2020011247wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,wd,8777180202,0,5,0,0,0,5,0,0,0,0,4,1,38107.45876,8,38107.45876,5,0,0,0,2020011247wdS:8AM-8PM,,0,5/4/21
CREVALLE JACK,2020011247wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,wd,8835280303,0,1,0,0,0,1,0,0,0,0,4,1,38107.45876,8,38107.45876,1,0,0,0,2020011247wdS:8AM-8PM,,0,5/4/21
GRAY SNAPPER,2020011247wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,wd,8835360102,0,5,0,0,0,5,0,0,0,0,4,1,38107.45876,8,38107.45876,5,0,0,0,2020011247wdS:8AM-8PM,,0,5/4/21
SHEEPSHEAD,2020011247wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,wd,8835430301,0,1,0,0,0,1,0,0,0,0,4,1,38107.45876,8,38107.45876,1,0,0,0,2020011247wdS:8AM-8PM,,0,5/4/21
LADYFISH,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8738010101,0,5,0,0,0,5,0,0,0,0,4,2,11330.98764,8,11330.98764,5,0,0,0,2020021247weS:8AM-8PM,,0,5/4/21
HARDHEAD CATFISH,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8777180202,0,3,0,0,0,3,0,0,0,0,4,2,11330.98764,8,11330.98764,3,0,0,0,2020021247weS:8AM-8PM,,0,5/4/21
COMMON SNOOK,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8835010105,0,10,0,0,0,10,0,0,0,0,4,2,11330.98764,8,11330.98764,10,0,0,0,2020021247weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8835440102,3.997783284,25,0,4,0,25,1545.143239,2.138814057,0,0,4,2,11330.98764,8,11330.98764,28.99778328,2.138814057,1545.143239,3.997783284,2020021247weS:8AM-8PM,,0,5/4/21
SILVER SEATROUT,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8835440103,8.995012389,0,0,9,0,0,2503.611782,2.018880558,0,0,4,2,11330.98764,8,11330.98764,8.995012389,2.018880558,2503.611782,8.995012389,2020021247weS:8AM-8PM,,0,5/4/21
GULF KINGFISH,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8835440602,0.999445821,0,0,1,0,0,256.857576,0.179900248,0,0,4,2,11330.98764,8,11330.98764,0.999445821,0.179900248,256.857576,0.999445821,2020021247weS:8AM-8PM,,0,5/4/21
RED DRUM,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8835440901,0.999445821,1,0,1,0,1,555.6918765,1.499168731,0,0,4,2,11330.98764,8,11330.98764,1.999445821,1.499168731,555.6918765,0.999445821,2020021247weS:8AM-8PM,,0,5/4/21
LADYFISH,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8738010101,0,3,0,0,0,3,0,0,0,0,4,2,11330.98764,8,11330.98764,3,0,0,0,2020021247weS:8AM-8PM,,0,5/4/21
HARDHEAD CATFISH,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8777180202,0,5,0,0,0,5,0,0,0,0,4,2,11330.98764,8,11330.98764,5,0,0,0,2020021247weS:8AM-8PM,,0,5/4/21
COMMON SNOOK,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8835010105,0,10,0,0,0,10,0,0,0,0,4,2,11330.98764,8,11330.98764,10,0,0,0,2020021247weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8835440102,0,25,0,0,0,25,0,0,0,0,4,2,11330.98764,8,11330.98764,25,0,0,0,2020021247weS:8AM-8PM,,0,5/4/21
RED DRUM,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8835440901,0,1,0,0,0,1,0,0,0,0,4,2,11330.98764,8,11330.98764,1,0,0,0,2020021247weS:8AM-8PM,,0,5/4/21
COMMON SNOOK,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8835010105,0,6,0,0,0,6,0,0,0,0,4,2,11330.98764,8,11330.98764,6,0,0,0,2020021247weS:8AM-8PM,,0,5/4/21
CREVALLE JACK,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8835280303,0,2,0,0,0,2,0,0,0,0,4,2,11330.98764,8,11330.98764,2,0,0,0,2020021247weS:8AM-8PM,,0,5/4/21
GRAY SNAPPER,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8835360102,0,2,0,0,0,2,0,0,0,0,4,2,11330.98764,8,11330.98764,2,0,0,0,2020021247weS:8AM-8PM,,0,5/4/21
RED DRUM,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8835440901,0.999445821,2,0,1,0,2,534.7035142,1.751043359,0,0,4,2,11330.98764,8,11330.98764,2.999445821,1.751043359,534.7035142,0.999445821,2020021247weS:8AM-8PM,,0,5/4/21
GULF FLOUNDER,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8857030302,0,1,0,0,0,1,0,0,0,0,4,2,11330.98764,8,11330.98764,1,0,0,0,2020021247weS:8AM-8PM,,0,5/4/21
LADYFISH,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8738010101,0,1,0,0,0,1,0,0,0,0,4,2,11330.98764,8,11330.98764,1,0,0,0,2020021247weS:8AM-8PM,,0,5/4/21
COMMON SNOOK,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8835010105,0,6,0,0,0,6,0,0,0,0,4,2,11330.98764,8,11330.98764,6,0,0,0,2020021247weS:8AM-8PM,,0,5/4/21
CREVALLE JACK,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8835280303,0,2,0,0,0,2,0,0,0,0,4,2,11330.98764,8,11330.98764,2,0,0,0,2020021247weS:8AM-8PM,,0,5/4/21
GRAY SNAPPER,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8835360102,0,2,0,0,0,2,0,0,0,0,4,2,11330.98764,8,11330.98764,2,0,0,0,2020021247weS:8AM-8PM,,0,5/4/21
RED DRUM,2020021247weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57152E+15,7,1,we,8835440901,0,2,0,0,0,2,0,0,0,0,4,2,11330.98764,8,11330.98764,2,0,0,0,2020021247weS:8AM-8PM,,0,5/4/21
,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,,0,0,0,0,0,0,0,0,0,0,2,1,2497.941897,8,2497.941897,0,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
SEATROUT GENUS,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440100,0,1,0,0,0,1,0,0,0,0,2,1,2497.941897,8,2497.941897,1,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440102,0,2,0,0,0,2,0,0,0,0,2,1,2497.941897,8,2497.941897,2,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440102,0,7,0,0,0,7,0,0,0,0,2,1,2497.941897,8,2497.941897,7,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440102,6,2,0,6,0,2,2593,4.6,0,0,2,1,2497.941897,8,2497.941897,8,4.6,2593,6,2020011227wdS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440102,0,3,0,0,0,3,0,0,0,0,2,1,2497.941897,8,2497.941897,3,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440102,0,4,0,0,0,4,0,0,0,0,2,1,2497.941897,8,2497.941897,4,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440102,0,1,0,0,0,1,0,0,0,0,2,1,2497.941897,8,2497.941897,1,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,,0,0,0,0,0,0,0,0,0,0,2,1,2497.941897,8,2497.941897,0,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
HARDHEAD CATFISH,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8777180202,0,5,0,0,0,5,0,0,0,0,2,1,2497.941897,8,2497.941897,5,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440102,0,5,0,0,0,5,0,0,0,0,2,1,2497.941897,8,2497.941897,5,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
RED DRUM,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440901,0,2,0,0,0,2,0,0,0,0,2,1,2497.941897,8,2497.941897,2,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
HARDHEAD CATFISH,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8777180202,0,5,0,0,0,5,0,0,0,0,2,1,2497.941897,8,2497.941897,5,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
RED DRUM,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440901,0,3,0,0,0,3,0,0,0,0,2,1,2497.941897,8,2497.941897,3,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,we,8835440102,0,6,2,0,2,6,0,0,799,1.2,2,1,1066.992736,8,1066.992736,8,1.2,799,2,2020011227weS:8AM-8PM,,0,5/4/21
RED DRUM,2020011227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,we,8835440901,0,1,0,0,0,1,0,0,0,0,2,1,1066.992736,8,1066.992736,1,0,0,0,2020011227weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,we,8835440102,0,4,0,0,0,4,0,0,0,0,2,1,1066.992736,8,1066.992736,4,0,0,0,2020011227weS:8AM-8PM,,0,5/4/21
LARGEMOUTH BASS,2020011227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,we,8835160602,0,2,0,0,0,2,0,0,0,0,2,1,1066.992736,8,1066.992736,2,0,0,0,2020011227weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,we,8835440102,0.941166017,0,0,1,0,0,394.3485613,0.583522931,0,0,2,1,1066.992736,8,1066.992736,0.941166017,0.583522931,394.3485613,0.941166017,2020011227weS:8AM-8PM,,0,5/4/21
LARGEMOUTH BASS,2020011227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,we,8835160602,0.941166017,1,0,1,0,1,310.5847857,0.489406329,0,0,2,1,1066.992736,8,1066.992736,1.941166017,0.489406329,310.5847857,0.941166017,2020011227weS:8AM-8PM,,0,5/4/21
LARGEMOUTH BASS,2020011227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,we,8835160602,0,1,0,0,0,1,0,0,0,0,2,1,8367.39681,8,8367.39681,1,0,0,0,2020011227weS:8AM-8PM,,0,5/4/21
LARGEMOUTH BASS,2020011227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,we,8835160602,8.928126934,2,0,9,0,2,3139.12943,6.285401361,0,0,2,1,8367.39681,8,8367.39681,10.92812693,6.285401361,3139.12943,8.928126934,2020011227weS:8AM-8PM,,0,5/4/21
RED DRUM,2020011227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,we,8835440901,0.992014104,1,0,1,0,1,490.0549672,1.230097489,0,0,2,1,8367.39681,8,8367.39681,1.992014104,1.230097489,490.0549672,0.992014104,2020011227weS:8AM-8PM,,0,5/4/21
LARGEMOUTH BASS,2020011227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,we,8835160602,0,4,0,0,0,4,0,0,0,0,2,1,8367.39681,8,8367.39681,4,0,0,0,2020011227weS:8AM-8PM,,0,5/4/21
LARGEMOUTH BASS,2020011227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,we,8835160602,0,4,0,0,0,4,0,0,0,0,2,1,8367.39681,8,8367.39681,4,0,0,0,2020011227weS:8AM-8PM,,0,5/4/21
RED DRUM,2020011227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,we,8835440901,0,1,0,0,0,1,0,0,0,0,2,1,8367.39681,8,8367.39681,1,0,0,0,2020011227weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440102,10,10,0,10,0,10,4490,8.02,0,0,2,1,18143.27283,8,18143.27283,20,8.02,4490,10,2020011227wdS:8AM-8PM,,0,5/4/21
SILVER PERCH,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440301,0,5,0,0,0,5,0,0,0,0,2,1,18143.27283,8,18143.27283,5,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
RED DRUM,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440901,2,8,0,2,0,8,1143,3.82,0,0,2,1,18143.27283,8,18143.27283,10,3.82,1143,2,2020011227wdS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440102,0,10,0,0,0,10,0,0,0,0,2,1,18143.27283,8,18143.27283,10,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
RED DRUM,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440901,0,10,0,0,0,10,0,0,0,0,2,1,18143.27283,8,18143.27283,10,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440102,0,10,0,0,0,10,0,0,0,0,2,1,18143.27283,8,18143.27283,10,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
RED DRUM,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440901,0,7,0,0,0,7,0,0,0,0,2,1,18143.27283,8,18143.27283,7,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440102,3,6,0,3,0,6,1185,1.74,0,0,2,1,22341.25615,8,22341.25615,9,1.74,1185,3,2020011227wdS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440102,0,3,0,0,0,3,0,0,0,0,2,1,22341.25615,8,22341.25615,3,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
RED DRUM,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440901,0,3,0,0,0,3,0,0,0,0,2,1,22341.25615,8,22341.25615,3,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
STRIPED MULLET,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8836010101,3,0,0,3,0,0,845,0.88,0,0,2,1,22341.25615,8,22341.25615,3,0.88,845,3,2020011227wdS:8AM-8PM,,0,5/4/21
LADYFISH,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8738010101,0,2,0,0,0,2,0,0,0,0,2,1,22341.25615,8,22341.25615,2,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
HARDHEAD CATFISH,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8777180202,0,3,0,0,0,3,0,0,0,0,2,1,22341.25615,8,22341.25615,3,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
HARDHEAD CATFISH,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8777180202,0,1,0,0,0,1,0,0,0,0,2,1,22341.25615,8,22341.25615,1,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
GRAY SNAPPER,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835360102,0,3,0,0,0,3,0,0,0,0,2,1,22341.25615,8,22341.25615,3,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
RED DRUM,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440901,1,4,0,1,0,4,470,1.12,0,0,2,1,22341.25615,8,22341.25615,5,1.12,470,1,2020011227wdS:8AM-8PM,,0,5/4/21
GRAY SNAPPER,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835360102,0,8,0,0,0,8,0,0,0,0,2,1,22341.25615,8,22341.25615,8,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
RED DRUM,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440901,1,2,0,1,0,2,605,2.58,0,0,2,1,22341.25615,8,22341.25615,3,2.58,605,1,2020011227wdS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,we,8835440102,1.955482424,8,0,2,0,8,778.2820047,1.036405685,0,0,2,1,2865.019445,8,2865.019445,9.955482424,1.036405685,778.2820047,1.955482424,2020011227weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,we,8835440102,0,4,0,0,0,4,0,0,0,0,2,1,2865.019445,8,2865.019445,4,0,0,0,2020011227weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,we,8835440102,0,10,5,0,5,10,0,0,2138,3.66,2,1,2865.019445,8,2865.019445,15,3.66,2138,5,2020011227weS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227weS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,we,8835440102,0,10,5,0,5,10,0,0,2282,4.2,2,1,2865.019445,8,2865.019445,15,4.2,2282,5,2020011227weS:8AM-8PM,,0,5/4/21
LADYFISH,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8738010101,0,2,0,0,0,2,0,0,0,0,2,1,7249.695323,8,7249.695323,2,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440102,1,0,0,1,0,0,419,0.72,0,0,2,1,7249.695323,8,7249.695323,1,0.72,419,1,2020011227wdS:8AM-8PM,,0,5/4/21
SHEEPSHEAD,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835430301,0,1,0,0,0,1,0,0,0,0,2,1,7249.695323,8,7249.695323,1,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
BLACK SEA BASS,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835020301,0,1,0,0,0,1,0,0,0,0,2,1,7249.695323,8,7249.695323,1,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
LADYFISH,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8738010101,0,4,0,0,0,4,0,0,0,0,2,1,7249.695323,8,7249.695323,4,0,0,0,2020011227wdS:8AM-8PM,,0,5/4/21
LADYFISH,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8738010101,37,0,0,37,0,0,13519.8,12.432,0,0,2,1,7249.695323,8,7249.695323,37,12.432,13519.8,37,2020011227wdS:8AM-8PM,,0,5/4/21
GRAY SNAPPER,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835360102,1,10,0,1,0,10,245,0.28,0,0,2,1,7249.695323,8,7249.695323,11,0.28,245,1,2020011227wdS:8AM-8PM,,0,5/4/21
SPOTTED SEATROUT,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440102,2,1,0,2,0,1,850,1.46,0,0,2,1,7249.695323,8,7249.695323,3,1.46,850,2,2020011227wdS:8AM-8PM,,0,5/4/21
BLACK DRUM,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440801,6,8,0,6,0,8,2423,6.214474362,0,0,2,1,7249.695323,8,7249.695323,14,6.214474362,2423,6,2020011227wdS:8AM-8PM,,0,5/4/21
RED DRUM,2020011227wdS:8AM-8PM,2.02011E+21,2020,12,7,3,1.57432E+15,7,1,wd,8835440901,2,0,0,2,0,0,1059,3.2,0,0,2,1,7249.695323,8,7249.695323,2,3.2,1059,2,2020011227wdS:8AM-8PM,,0,5/4/21
