prim2_common,prim1_common,strat_id,psu_id,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,BOAT_HRS,NUM_TYP9,telefon,COASTAL,kod,ASG_CODE,MODE_ASG,new_list,PRT_CODE,CELLTYPE,region,strat_interval,month,fshinsp_a,num_fish_a,COUNTY,TIME,tsn1,tsn2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,GENDER,AGE,REEF,date1,DIST,prim1,prim2,MODE2001,TURTLE,REEFCODE,AREA_NC,ART_REEF,muni_res,muni_trp,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,date_published
SOUTHERN FLOUNDER,GULF FLOUNDER,2020021217weS:8AM-8PM,2020112171583920200201,2020,7,12,91,12,91,3414,8,7,1,3,5,,10,1,1,0,0,0,1,2,2,1583920200201003,7,1,2,,,,,Y,we,1583920200201,3,,1583920200201002,,1,S:8AM-8PM,02,,,OKALOOSA,1555,172736,172738,3,1,,8,1,8,1,39,1,16MAR202011:01,3,8857030302,8857030304,,,,,,,,3412.2011703,2020021217weS:8AM-8PM,,0,1583920200201003,32578,05/04/2021
,,2020011237weS:8AM-8PM,2020112371546420200131,2020,0,47,93,12,103,749,8,7,1,4,3,0.00,2,2,1,4,0,0,0,2,1,1546420200131016,7,1,2,,,,,O,we,1546420200131,7,,1546420200131016,1,3,S:8AM-8PM,01,,,,1502,,,4,1,,8,2,8,2,58,2,20FEB202011:30,4,,,,,,,,,,751.70503405,2020011237weS:8AM-8PM,,0,1546420200131016,99998,05/04/2021
,WAHOO,2020021217weS:8AM-8PM,2020112171548820200223,2020,7,1,39,12,33,3248,8,7,1,4,5,0.00,998,1,3,1,4,0,0,3,1,1548820200223001,7,1,1,,,,,O,we,1548820200223,7,,1548820200223001,1,1,S:8AM-8PM,02,4,0,,1606,172451,,4,1,,2,1,2,1,32,2,16MAR202011:01,4,8850030601,,,,,,,,,1309.586883,2020021217weS:8AM-8PM,,0,1548820200223001,36421,05/04/2021
,WAHOO,2020021217weS:8AM-8PM,2020112171548820200223,2020,7,1,39,12,33,3248,8,7,1,4,5,,6,1,0,0,0,1,1,3,2,1548820200223002,7,1,3,,,,,O,we,1548820200223,7,,1548820200223001,,1,S:8AM-8PM,02,,,,1607,172451,,4,1,,8,2,8,1,12,2,16MAR202011:01,4,8850030601,,,,,,,,,1309.586883,2020021217weS:8AM-8PM,,0,1548820200223001,36421,05/04/2021
,WAHOO,2020021217weS:8AM-8PM,2020112171548820200223,2020,7,1,39,12,33,3248,8,7,1,4,5,,0,0,0,0,0,1,1,3,2,1548820200223003,7,1,3,,,,,O,we,1548820200223,7,,1548820200223001,,1,S:8AM-8PM,02,,,,1608,172451,,4,1,,8,1,8,1,30,2,16MAR202011:01,4,8850030601,,,,,,,,,1309.586883,2020021217weS:8AM-8PM,,0,1548820200223001,36420,05/04/2021
SNAPPER FAMILY,BLACKFIN TUNA,2020011287weS:8AM-8PM,2020112871563120200104,2020,4,44,7,12,87,279,8,7,1,4,4,0.00,15,3,4,1,5,0,0,4,1,1563120200104003,7,1,1,,,,,O,we,1563120200104,3,,1563120200104003,1,8,S:8AM-8PM,01,10,0,PROVIDENCE,1538,172427,168845,2,1,,2,1,2,1,59,2,20FEB202011:30,4,8850030404,8835360000,,,,,,,,11330.987643,2020011287weS:8AM-8PM,,0,1563120200104003,02814,05/04/2021
,SAILFISH,2020021287weS:8AM-8PM,2020112871563120200216,2020,7,12,87,12,87,137,8,7,1,4,3,0.00,20,4,1,1,1,0,0,4,1,1563120200216001,7,1,1,,,,,Y,we,1563120200216,3,,1563120200216001,1,8,S:8AM-8PM,02,1,0,MONROE,1232,172488,,2,1,,8,2,1,1,56,2,16MAR202011:01,4,8850060101,,,,,,,,,11330.987643,2020021287weS:8AM-8PM,,0,1563120200216001,33037,05/04/2021
,SAILFISH,2020021287weS:8AM-8PM,2020112871563120200216,2020,0,18,91,12,87,299,8,7,1,4,7,0.00,30,14,1,5,0,0,0,2,1,1563120200216002,7,1,2,,,,,O,we,1563120200216,3,,1563120200216002,1,8,S:8AM-8PM,02,,,,1650,172488,,2,1,,8,1,8,1,58,1,16MAR202011:01,4,8850060101,,,,,,,,,11330.987643,2020021287weS:8AM-8PM,,0,1563120200216002,46390,05/04/2021
,YELLOWTAIL SNAPPER,2020021287wdS:8AM-8PM,2020112871563120200224,2020,7,12,41,12,87,231,8,7,1,4,6,0.00,30,15,3,4,7,0,0,3,1,1563120200224005,7,1,1,,,,,Y,wd,1563120200224,3,,1563120200224005,1,8,S:8AM-8PM,02,19,0,GILCHRIST,1635,168907,,2,1,,2,1,2,1,61,2,16MAR202011:01,4,8835360401,,,,,,,,,11673.506303,2020021287wdS:8AM-8PM,,0,1563120200224005,32619,05/04/2021
RED DRUM,SHEEPSHEAD,2020011227weS:8AM-8PM,2020112271565420200110,2020,7,12,1,12,75,840,8,7,1,4,2,,20,3,1,0,0,0,0,2,1,1565420200110009,7,1,2,,,,,Y,we,1565420200110,7,,1565420200110009,,2,S:8AM-8PM,01,,,ALACHUA,1445,169189,169290,4,1,,8,1,8,1,57,1,20FEB202011:30,4,8835430301,8835440901,,,,,,,,1610.2898716,2020011227weS:8AM-8PM,,0,1565420200110009,32607,05/04/2021
RED DRUM,SHEEPSHEAD,2020011227weS:8AM-8PM,2020112271565420200110,2020,7,12,1,12,75,840,8,7,1,4,2,0.00,20,3,1,1,0,0,1,2,2,1565420200110010,7,1,2,,,,,Y,we,1565420200110,7,,1565420200110009,1,2,S:8AM-8PM,01,,,ALACHUA,1447,169189,169290,4,1,,8,2,8,1,60,1,20FEB202011:30,4,8835430301,8835440901,,,,,,,,1610.2898716,2020011227weS:8AM-8PM,,0,1565420200110010,32607,05/04/2021
,HOGFISH,2020011227weS:8AM-8PM,2020112271565420200119,2020,7,12,101,12,53,976,8,7,1,4,4.5,0.00,24,0,3,3,11,0,0,3,1,1565420200119001,7,1,1,,,,,Y,we,1565420200119,7,,1565420200119001,1,2,S:8AM-8PM,01,43,10,PASCO,1329,170566,,4,1,,2,1,2,1,51,2,20FEB202011:30,4,8839010901,,,,,,,,,8247.166216,2020011227weS:8AM-8PM,,0,1565420200119001,99998,05/04/2021
,HOGFISH,2020011227weS:8AM-8PM,2020112271565420200119,2020,7,12,105,12,53,976,8,7,1,4,4.5,0.00,1,0,0,3,0,1,1,3,2,1565420200119002,7,1,3,,,,,Y,we,1565420200119,7,,1565420200119001,1,2,S:8AM-8PM,01,0,10,POLK,1331,170566,,4,1,,8,2,8,1,57,2,20FEB202011:30,4,8839010901,,,,,,,,,8247.166216,2020011227weS:8AM-8PM,,0,1565420200119001,33868,05/04/2021
,HOGFISH,2020011227weS:8AM-8PM,2020112271565420200119,2020,7,12,53,12,53,976,8,7,1,4,4.5,0.00,0,0,0,2,0,1,1,3,2,1565420200119003,7,1,3,,,,,Y,we,1565420200119,7,,1565420200119001,1,2,S:8AM-8PM,01,0,10,HERNANDO,1333,170566,,4,1,,8,2,8,1,23,2,20FEB202011:30,4,8839010901,,,,,,,,,8247.166216,2020011227weS:8AM-8PM,,0,1565420200119001,99998,05/04/2021
,COBIA,2020011227weS:8AM-8PM,2020112271565420200119,2020,7,12,101,12,53,976,8,7,1,4,3.5,0.00,20,0,1,2,0,0,0,3,1,1565420200119004,7,1,2,,,,,Y,we,1565420200119,7,,1565420200119004,1,2,S:8AM-8PM,01,,,PASCO,1501,168566,,4,1,,8,2,8,1,32,2,20FEB202011:30,4,8835260101,,,,,,,,,9164.8817364,2020011227weS:8AM-8PM,,0,1565420200119004,99998,05/04/2021
,COBIA,2020011227weS:8AM-8PM,2020112271565420200119,2020,7,12,57,12,53,976,8,7,1,4,3.5,0.00,10,0,1,2,0,0,1,3,2,1565420200119005,7,1,2,,,,,Y,we,1565420200119,7,,1565420200119004,1,2,S:8AM-8PM,01,,,HILLSBOROUGH,1503,168566,,4,1,,8,2,8,1,33,2,20FEB202011:30,4,8835260101,,,,,,,,,9164.8817364,2020011227weS:8AM-8PM,,0,1565420200119005,33606,05/04/2021
,COBIA,2020011227weS:8AM-8PM,2020112271565420200119,2020,7,48,453,12,53,976,8,7,1,4,3.5,0.00,0,0,1,2,0,0,1,3,2,1565420200119006,7,1,2,,,,,O,we,1565420200119,7,,1565420200119004,1,2,S:8AM-8PM,01,,,,1505,168566,,4,1,,8,2,8,1,25,2,20FEB202011:30,4,8835260101,,,,,,,,,9164.8817364,2020011227weS:8AM-8PM,,0,1565420200119006,78704,05/04/2021
GRAY SNAPPER,SHEEPSHEAD,2020011227wdS:8AM-8PM,2020112271574320200102,2020,7,12,17,12,75,840,8,7,1,4,6,0.00,100,8,5,5,9,0,0,5,1,1574320200102009,7,1,1,,,,,Y,wd,1574320200102,7,,1574320200102009,1,2,S:8AM-8PM,01,11,0,CITRUS,1330,169189,168848,4,1,,2,1,2,1,42,2,20FEB202011:30,4,8835430301,8835360102,,,,,,,,10892.325956,2020011227wdS:8AM-8PM,,0,1574320200102009,99998,05/04/2021
GRAY SNAPPER,SHEEPSHEAD,2020011227wdS:8AM-8PM,2020112271574320200102,2020,6,12,69,12,75,840,8,7,1,4,6,0.00,7,1,0,2,0,1,1,5,2,1574320200102010,7,1,3,,,,,O,wd,1574320200102,7,,1574320200102009,1,2,S:8AM-8PM,01,,,LAKE,1335,169189,168848,4,1,,8,2,8,1,46,2,20FEB202011:30,4,8835430301,8835360102,,,,,,,,10892.325956,2020011227wdS:8AM-8PM,,0,1574320200102009,34756,05/04/2021
GRAY SNAPPER,SHEEPSHEAD,2020011227wdS:8AM-8PM,2020112271574320200102,2020,6,12,69,12,75,840,8,7,1,4,6,0.00,10,2,0,2,0,1,1,5,2,1574320200102011,7,1,3,,,,,O,wd,1574320200102,7,,1574320200102009,1,2,S:8AM-8PM,01,,,LAKE,1338,169189,168848,4,1,,8,2,8,1,13,2,20FEB202011:30,4,8835430301,8835360102,,,,,,,,10892.325956,2020011227wdS:8AM-8PM,,0,1574320200102009,34756,05/04/2021
GRAY SNAPPER,SHEEPSHEAD,2020011227wdS:8AM-8PM,2020112271574320200102,2020,6,12,69,12,75,840,8,7,1,4,6,0.00,20,5,0,2,0,1,1,5,2,1574320200102012,7,1,3,,,,,O,wd,1574320200102,7,,1574320200102009,1,2,S:8AM-8PM,01,,,LAKE,1344,169189,168848,4,1,,8,2,8,1,16,2,20FEB202011:30,4,8835430301,8835360102,,,,,,,,10892.325956,2020011227wdS:8AM-8PM,,0,1574320200102009,34756,05/04/2021
GRAY SNAPPER,SHEEPSHEAD,2020011227wdS:8AM-8PM,2020112271574320200102,2020,6,12,69,12,75,840,8,7,1,4,6,0.00,15,3,0,2,0,1,1,5,2,1574320200102013,7,1,3,,,,,O,wd,1574320200102,7,,1574320200102009,1,2,S:8AM-8PM,01,,,LAKE,1349,169189,168848,4,1,,8,2,8,1,16,2,20FEB202011:30,4,8835430301,8835360102,,,,,,,,10892.325956,2020011227wdS:8AM-8PM,,0,1574320200102009,34715,05/04/2021
,RED GROUPER,2020011237weS:8AM-8PM,2020112371578420200103,2020,7,12,103,12,103,888,8,7,1,4,4,0.00,20,3,1,4,3,0,0,3,1,1578420200103001,7,1,1,,,,,Y,we,1578420200103,7,,1578420200103001,1,3,S:8AM-8PM,01,3,0,PINELLAS,1455,167702,,4,1,,1,1,2,1,35,2,20FEB202011:30,4,8835020408,,,,,,,,,1735.7649235,2020011237weS:8AM-8PM,,0,1578420200103001,33773,05/04/2021
,RED GROUPER,2020011237weS:8AM-8PM,2020112371578420200103,2020,7,12,103,12,103,888,8,7,1,4,4,0.00,10,1,1,4,2,0,1,3,2,1578420200103002,7,1,1,,,,,Y,we,1578420200103,7,,1578420200103001,1,3,S:8AM-8PM,01,2,0,PINELLAS,1457,167702,,4,1,,1,2,2,1,52,2,20FEB202011:30,4,8835020408,,,,,,,,,1735.7649235,2020011237weS:8AM-8PM,,0,1578420200103002,99998,05/04/2021
,RED GROUPER,2020011237weS:8AM-8PM,2020112371578420200103,2020,0,29,101,12,103,888,8,7,1,4,4,0.00,1,0,1,1,0,0,1,3,2,1578420200103003,7,1,2,,,,,O,we,1578420200103,7,,1578420200103001,1,3,S:8AM-8PM,01,,,,1459,167702,,4,1,,8,2,8,1,62,2,20FEB202011:30,4,8835020408,,,,,,,,,1735.7649235,2020011237weS:8AM-8PM,,0,1578420200103003,64093,05/04/2021
,,2020021287weS:8AM-8PM,2020112871581020200216,2020,7,12,87,12,87,560,8,7,1,4,1,0.00,0,0,1,1,5,0,0,1,8,1581020200216001,7,1,1,,,,,Y,we,1581020200216,3,,1581020200216001,1,8,S:8AM-8PM,02,5,6,MONROE,1441,,,4,1,,8,1,1,1,65,2,16MAR202011:01,4,,,,,,,,,,712.79527122,2020021287weS:8AM-8PM,,0,1581020200216001,33040,05/04/2021
,,2020011237wdS:8AM-8PM,2020112371582720200101,2020,7,12,81,12,81,590,8,7,1,4,3,,11,1,1,0,0,0,0,3,1,1582720200101004,7,1,2,,,,,Y,wd,1582720200101,7,,1582720200101004,,3,S:8AM-8PM,01,,,MANATEE,1357,,,4,1,,8,1,8,1,32,1,20FEB202011:30,4,,,,,,,,,,3267.9594304,2020011237wdS:8AM-8PM,,0,1582720200101004,34212,05/04/2021
,,2020011237wdS:8AM-8PM,2020112371582720200101,2020,7,12,81,12,81,590,8,7,1,4,3,,11,1,1,0,0,0,1,3,2,1582720200101005,7,1,2,,,,,Y,wd,1582720200101,7,,1582720200101004,,3,S:8AM-8PM,01,,,MANATEE,1359,,,4,1,,8,2,8,1,26,1,20FEB202011:30,4,,,,,,,,,,3267.9594304,2020011237wdS:8AM-8PM,,0,1582720200101005,34209,05/04/2021
,,2020011237wdS:8AM-8PM,2020112371582720200101,2020,7,12,81,12,81,590,8,7,1,4,3,,11,1,1,0,0,0,1,3,2,1582720200101006,7,1,2,,,,,Y,wd,1582720200101,7,,1582720200101004,,3,S:8AM-8PM,01,,,MANATEE,1401,,,4,1,,8,2,8,1,42,1,20FEB202011:30,4,,,,,,,,,,832.61638586,2020011237wdS:8AM-8PM,,0,1582720200101006,34209,05/04/2021
,HOGFISH,2020011237weS:8AM-8PM,2020112371582720200119,2020,7,12,103,12,103,892,8,7,1,4,6,0.00,11,1,3,3,6,0,0,3,1,1582720200119013,7,1,1,,,,,Y,we,1582720200119,7,,1582720200119013,1,3,S:8AM-8PM,01,9,0,PINELLAS,1340,170566,,4,1,,2,1,2,1,35,2,20FEB202011:30,4,8839010901,,,,,,,,,1172.7964659,2020011237weS:8AM-8PM,,0,1582720200119013,33756,05/04/2021
,HOGFISH,2020011237weS:8AM-8PM,2020112371582720200119,2020,7,12,103,12,103,892,8,7,1,4,6,0.00,19,3,0,1,0,1,1,3,2,1582720200119014,7,1,3,,,,,Y,we,1582720200119,7,,1582720200119013,1,3,S:8AM-8PM,01,,,PINELLAS,1342,170566,,4,1,,8,1,8,1,51,2,20FEB202011:30,4,8839010901,,,,,,,,,1172.7964659,2020011237weS:8AM-8PM,,0,1582720200119013,34695,05/04/2021
,HOGFISH,2020011237weS:8AM-8PM,2020112371582720200119,2020,7,12,57,12,103,892,8,7,1,4,6,0.00,14,1,0,1,0,1,1,3,2,1582720200119015,7,1,3,,,,,Y,we,1582720200119,7,,1582720200119013,1,3,S:8AM-8PM,01,,,HILLSBOROUGH,1344,170566,,4,1,,8,1,8,1,35,2,20FEB202011:30,4,8839010901,,,,,,,,,1172.7964659,2020011237weS:8AM-8PM,,0,1582720200119013,33567,05/04/2021
,,2020011237weS:8AM-8PM,2020112371582720200119,2020,7,12,103,12,103,892,8,7,1,4,4,0.00,11,1,3,3,20,0,0,3,1,1582720200119019,7,1,1,,,,,Y,we,1582720200119,7,,1582720200119019,1,3,S:8AM-8PM,01,20,0,PINELLAS,1450,,,4,1,,2,2,2,1,19,1,20FEB202011:30,4,,,,,,,,,,513.65746128,2020011237weS:8AM-8PM,,0,1582720200119019,34685,05/04/2021
,,2020011237weS:8AM-8PM,2020112371582720200119,2020,7,12,103,12,103,892,8,7,1,4,4,0.00,11,1,0,1,0,1,1,3,2,1582720200119020,7,1,3,,,,,Y,we,1582720200119,7,,1582720200119019,1,3,S:8AM-8PM,01,,,PINELLAS,1452,,,4,1,,8,2,8,2,17,1,20FEB202011:30,4,,,,,,,,,,513.65746128,2020011237weS:8AM-8PM,,0,1582720200119019,34685,05/04/2021
,,2020011237weS:8AM-8PM,2020112371582720200119,2020,7,12,103,12,103,892,8,7,1,4,4,0.00,11,1,0,3,0,1,1,3,2,1582720200119021,7,1,3,,,,,Y,we,1582720200119,7,,1582720200119019,1,3,S:8AM-8PM,01,,,PINELLAS,1454,,,4,1,,8,2,8,1,52,1,20FEB202011:30,4,,,,,,,,,,513.65746128,2020011237weS:8AM-8PM,,0,1582720200119019,34685,05/04/2021
,,2020011287wdS:8AM-8PM,2020112871582920200102,2020,5,36,111,12,87,299,8,7,1,4,2.5,0.00,30,7,1,2,0,0,0,3,1,1582920200102001,7,1,2,,,,,O,wd,1582920200102,3,,1582920200102001,1,8,S:8AM-8PM,01,,,,1230,,,2,1,,8,1,8,1,49,2,20FEB202011:30,4,,,,,,,,,,6221.1828706,2020011287wdS:8AM-8PM,,0,1582920200102001,99998,05/04/2021
,,2020011287wdS:8AM-8PM,2020112871582920200102,2020,5,36,111,12,87,299,8,7,1,4,2.5,0.00,30,7,1,2,0,0,1,3,2,1582920200102002,7,1,2,,,,,O,wd,1582920200102,3,,1582920200102001,1,8,S:8AM-8PM,01,,,,1231,,,2,1,,8,2,8,1,19,2,20FEB202011:30,4,,,,,,,,,,6221.1828706,2020011287wdS:8AM-8PM,,0,1582920200102002,99998,05/04/2021
,,2020011287wdS:8AM-8PM,2020112871582920200102,2020,5,36,111,12,87,299,8,7,1,4,2.5,0.00,30,7,1,1,0,0,1,3,2,1582920200102003,7,1,2,,,,,O,wd,1582920200102,3,,1582920200102001,1,8,S:8AM-8PM,01,,,,1232,,,2,1,,8,2,8,1,15,2,20FEB202011:30,4,,,,,,,,,,6221.1828706,2020011287wdS:8AM-8PM,,0,1582920200102003,99998,05/04/2021
,,2020011287weS:8AM-8PM,2020112871582920200125,2020,0,27,123,12,87,66,8,7,1,4,4,0.00,35,8,2,5,6,0,0,2,1,1582920200125006,7,1,1,,,,,O,we,1582920200125,3,,1582920200125006,1,8,S:8AM-8PM,01,6,0,,1549,,,2,1,,2,1,2,1,67,2,20FEB202011:30,4,,,,,,,,,,5243.0406794,2020011287weS:8AM-8PM,,0,1582920200125006,55112,05/04/2021
,,2020011287weS:8AM-8PM,2020112871582920200125,2020,0,27,3,12,87,66,8,7,1,4,4,0.00,4,4,0,4,0,1,1,2,2,1582920200125007,7,1,3,,,,,O,we,1582920200125,3,,1582920200125006,1,8,S:8AM-8PM,01,0,1,,1550,,,2,1,,8,2,8,1,27,2,20FEB202011:30,4,,,,,,,,,,5243.0406794,2020011287weS:8AM-8PM,,0,1582920200125006,55432,05/04/2021
,BLACKFIN TUNA,2020011287weS:8AM-8PM,2020112871582920200125,2020,4,9,5,12,87,66,8,7,1,4,6.5,0.00,120,12,1,2,1,0,0,4,1,1582920200125010,7,1,1,,,,,O,we,1582920200125,3,,1582920200125010,1,8,S:8AM-8PM,01,1,0,LITCHFIELD,1619,172427,,2,1,,1,1,2,1,66,2,20FEB202011:30,4,8850030404,,,,,,,,,5243.0406794,2020011287weS:8AM-8PM,,0,1582920200125010,06791,05/04/2021
,BLACKFIN TUNA,2020011287weS:8AM-8PM,2020112871582920200125,2020,4,9,9,12,87,66,8,7,1,4,6.5,0.00,10,2,1,1,2,0,1,4,2,1582920200125011,7,1,1,,,,,O,we,1582920200125,3,,1582920200125010,1,8,S:8AM-8PM,01,2,0,NEW HAVEN,1620,172427,,2,1,,1,2,2,1,74,2,20FEB202011:30,4,8850030404,,,,,,,,,5243.0406794,2020011287weS:8AM-8PM,,0,1582920200125011,06437,05/04/2021
,BLACKFIN TUNA,2020011287weS:8AM-8PM,2020112871582920200125,2020,4,9,9,12,87,66,8,7,1,4,6.5,0.00,10,2,1,1,3,0,1,4,2,1582920200125012,7,1,1,,,,,O,we,1582920200125,3,,1582920200125010,1,8,S:8AM-8PM,01,3,1,NEW HAVEN,1621,172427,,2,1,,1,2,2,1,63,2,20FEB202011:30,4,8850030404,,,,,,,,,5243.0406794,2020011287weS:8AM-8PM,,0,1582920200125012,06437,05/04/2021
,BLACKFIN TUNA,2020011287weS:8AM-8PM,2020112871582920200125,2020,4,9,9,12,87,66,8,7,1,4,6.5,0.00,10,2,1,1,1,0,1,4,2,1582920200125013,7,1,1,,,,,O,we,1582920200125,3,,1582920200125010,1,8,S:8AM-8PM,01,1,1,NEW HAVEN,1622,172427,,2,1,,1,2,2,1,65,2,20FEB202011:30,4,8850030404,,,,,,,,,5243.0406794,2020011287weS:8AM-8PM,,0,1582920200125013,06437,05/04/2021
,WAHOO,2020021287weS:8AM-8PM,2020112871582920200214,2020,7,12,87,12,87,3471,8,7,1,4,4.5,0.00,100,10,4,2,11,0,0,4,1,1582920200214002,7,1,1,,,,,Y,we,1582920200214,3,,1582920200214002,1,8,S:8AM-8PM,02,11,1,MONROE,1455,172451,,2,1,,2,1,2,1,35,2,16MAR202011:01,4,8850030601,,,,,,,,,3152.9489958,2020021287weS:8AM-8PM,,0,1582920200214002,33040,05/04/2021
,WAHOO,2020021287weS:8AM-8PM,2020112871582920200214,2020,5,34,25,12,87,3471,8,7,1,4,4.5,0.00,0,0,0,2,0,1,1,4,2,1582920200214003,7,1,3,,,,,O,we,1582920200214,3,,1582920200214002,1,8,S:8AM-8PM,02,,,MONMOUTH,1456,172451,,2,1,,8,2,8,1,40,2,16MAR202011:01,4,8850030601,,,,,,,,,3152.9489958,2020021287weS:8AM-8PM,,0,1582920200214002,08736,05/04/2021
,WAHOO,2020021287weS:8AM-8PM,2020112871582920200214,2020,7,12,87,12,87,3471,8,7,1,4,4.5,0.00,100,10,0,2,0,1,1,4,2,1582920200214004,7,1,3,,,,,Y,we,1582920200214,3,,1582920200214002,1,8,S:8AM-8PM,02,,,MONROE,1457,172451,,2,1,,8,2,8,1,30,2,16MAR202011:01,4,8850030601,,,,,,,,,3152.9489958,2020021287weS:8AM-8PM,,0,1582920200214002,33040,05/04/2021
,WAHOO,2020021287weS:8AM-8PM,2020112871582920200214,2020,5,34,25,12,87,3471,8,7,1,4,4.5,0.00,0,0,0,1,0,1,1,4,2,1582920200214005,7,1,3,,,,,O,we,1582920200214,3,,1582920200214002,1,8,S:8AM-8PM,02,,,MONMOUTH,1458,172451,,2,1,,8,2,8,1,40,2,16MAR202011:01,4,8850030601,,,,,,,,,3152.9489958,2020021287weS:8AM-8PM,,0,1582920200214002,08736,05/04/2021
,,2020021287wdS:8AM-8PM,2020112871582920200218,2020,7,12,87,12,87,1871,8,7,1,4,5,0.00,25,15,3,2,21,0,0,3,1,1582920200218007,7,1,1,,,,,Y,wd,1582920200218,5,,1582920200218007,1,8,S:8AM-8PM,02,52,0,MONROE,1538,,,4,1,,2,2,2,1,52,2,16MAR202011:01,4,,,,,,,,,,10840.053484,2020021287wdS:8AM-8PM,,0,1582920200218007,33040,05/04/2021
,,2020021287wdS:8AM-8PM,2020112871582920200218,2020,7,12,87,12,87,1871,8,7,1,4,5,0.00,25,15,0,2,0,1,1,3,2,1582920200218008,7,1,3,,,,,Y,wd,1582920200218,5,,1582920200218007,1,8,S:8AM-8PM,02,,,MONROE,1539,,,4,1,,8,2,8,2,47,2,16MAR202011:01,4,,,,,,,,,,10840.053484,2020021287wdS:8AM-8PM,,0,1582920200218007,33040,05/04/2021
,,2020021287wdS:8AM-8PM,2020112871582920200218,2020,7,12,87,12,87,1871,8,7,1,4,5,0.00,25,15,0,2,0,1,1,3,2,1582920200218009,7,1,3,,,,,Y,wd,1582920200218,5,,1582920200218007,1,8,S:8AM-8PM,02,,,MONROE,1540,,,4,1,,8,2,8,1,15,2,16MAR202011:01,4,,,,,,,,,,10840.053484,2020021287wdS:8AM-8PM,,0,1582920200218007,33040,05/04/2021
COMMON SNOOK,RED DRUM,2020011237weS:8AM-8PM,2020112371000920200103,2020,7,12,101,12,57,725,8,7,K,5,5.5,0.00,155,23,1,1,0,0,0,1,8,1000920200103001,7,1,2,,,,,Y,we,1000920200103,3,,1000920200103001,1,3,S:8AM-8PM,01,,,PASCO,1221,169290,167648,8,1,,8,1,8,1,45,2,20FEB202011:30,8,8835440901,8835010105,,,,,,,,511.84864701,2020011237weS:8AM-8PM,,0,1000920200103001,33542,05/04/2021
,SAND SEATROUT,2020011237weS:8AM-8PM,2020112371000920200103,2020,7,12,105,12,57,725,8,7,K,5,4,0.00,2,0,3,1,15,0,0,3,1,1000920200103002,7,1,1,,,,,Y,we,1000920200103,3,,1000920200103002,1,3,S:8AM-8PM,01,35,0,POLK,1251,169243,,8,1,,2,1,2,1,59,2,20FEB202011:30,8,8835440106,,,,,,,,,511.84864701,2020011237weS:8AM-8PM,,0,1000920200103002,33880,05/04/2021
,SAND SEATROUT,2020011237weS:8AM-8PM,2020112371000920200103,2020,7,12,105,12,57,725,8,7,K,5,4,0.00,2,0,0,1,0,1,1,3,2,1000920200103003,7,1,3,,,,,Y,we,1000920200103,3,,1000920200103002,1,3,S:8AM-8PM,01,,,POLK,1253,169243,,8,1,,8,1,8,1,64,2,20FEB202011:30,8,8835440106,,,,,,,,,511.84864701,2020011237weS:8AM-8PM,,0,1000920200103002,33880,05/04/2021
,SAND SEATROUT,2020011237weS:8AM-8PM,2020112371000920200103,2020,7,12,105,12,57,725,8,7,K,5,4,0.00,2,0,0,2,0,1,1,3,2,1000920200103004,7,1,3,,,,,Y,we,1000920200103,3,,1000920200103002,1,3,S:8AM-8PM,01,,,POLK,1255,169243,,8,1,,8,1,8,1,68,2,20FEB202011:30,8,8835440106,,,,,,,,,511.84864701,2020011237weS:8AM-8PM,,0,1000920200103002,33880,05/04/2021
,,2020011237weS:8AM-8PM,2020112371000920200103,2020,6,12,9,12,57,725,8,7,K,5,2,,4,4,1,0,0,0,0,1,8,1000920200103011,7,1,2,,,,,O,we,1000920200103,3,,1000920200103011,,3,S:8AM-8PM,01,,,BREVARD,1338,,,8,1,,8,1,8,1,21,2,20FEB202011:30,8,,,,,,,,,,511.84864701,2020011237weS:8AM-8PM,,0,1000920200103011,32901,05/04/2021
,SPOTTED SEATROUT,2020011237weS:8AM-8PM,2020112371000920200103,2020,7,12,57,12,57,725,8,7,K,5,4,0.00,23,3,1,1,0,0,0,2,1,1000920200103012,7,1,2,,,,,Y,we,1000920200103,3,,1000920200103012,1,3,S:8AM-8PM,01,,,HILLSBOROUGH,1340,169239,,8,1,,8,1,8,1,48,2,20FEB202011:30,8,8835440102,,,,,,,,,511.84864701,2020011237weS:8AM-8PM,,0,1000920200103012,33613,05/04/2021
,SPOTTED SEATROUT,2020011237weS:8AM-8PM,2020112371000920200103,2020,7,12,57,12,57,725,8,7,K,5,4,0.00,23,3,1,1,0,0,1,2,2,1000920200103013,7,1,2,,,,,Y,we,1000920200103,3,,1000920200103012,1,3,S:8AM-8PM,01,,,HILLSBOROUGH,1342,169239,,8,1,,8,2,8,1,14,2,20FEB202011:30,8,8835440102,,,,,,,,,511.84864701,2020011237weS:8AM-8PM,,0,1000920200103013,33613,05/04/2021
